LAMMPS data file via write_data, version 2 Aug 2023, timestep = 0, units = metal

216 atoms
1 atom types

0 16.29 xlo xhi
0 16.29 ylo yhi
0 16.29 zlo zhi

Masses

1 28.085

Atoms # atomic

1 1 0 0 0 0 0 0
2 1 0 2.715 2.715 0 0 0
3 1 2.715 0 2.715 0 0 0
4 1 2.715 2.715 0 0 0 0
5 1 1.3575 1.3575 1.3575 0 0 0
6 1 1.3575 4.0725 4.0725 0 0 0
7 1 4.0725 1.3575 4.0725 0 0 0
8 1 4.0725 4.0725 1.3575 0 0 0
9 1 5.43 0 0 0 0 0
10 1 5.43 2.715 2.715 0 0 0
11 1 8.145 0 2.715 0 0 0
12 1 8.145 2.715 0 0 0 0
13 1 6.7875 1.3575 1.3575 0 0 0
14 1 6.7875 4.0725 4.0725 0 0 0
15 1 9.5025 1.3575 4.0725 0 0 0
16 1 9.5025 4.0725 1.3575 0 0 0
17 1 10.86 0 0 0 0 0
18 1 10.86 2.715 2.715 0 0 0
19 1 13.575 0 2.715 0 0 0
20 1 13.575 2.715 0 0 0 0
21 1 12.2175 1.3575 1.3575 0 0 0
22 1 12.2175 4.0725 4.0725 0 0 0
23 1 14.9325 1.3575 4.0725 0 0 0
24 1 14.9325 4.0725 1.3575 0 0 0
25 1 0 5.43 0 0 0 0
26 1 0 8.145 2.715 0 0 0
27 1 2.715 5.43 2.715 0 0 0
28 1 2.715 8.145 0 0 0 0
29 1 1.3575 6.7875 1.3575 0 0 0
30 1 1.3575 9.5025 4.0725 0 0 0
31 1 4.0725 6.7875 4.0725 0 0 0
32 1 4.0725 9.5025 1.3575 0 0 0
33 1 5.43 5.43 0 0 0 0
34 1 5.43 8.145 2.715 0 0 0
35 1 8.145 5.43 2.715 0 0 0
36 1 8.145 8.145 0 0 0 0
37 1 6.7875 6.7875 1.3575 0 0 0
38 1 6.7875 9.5025 4.0725 0 0 0
39 1 9.5025 6.7875 4.0725 0 0 0
40 1 9.5025 9.5025 1.3575 0 0 0
41 1 10.86 5.43 0 0 0 0
42 1 10.86 8.145 2.715 0 0 0
43 1 13.575 5.43 2.715 0 0 0
44 1 13.575 8.145 0 0 0 0
45 1 12.2175 6.7875 1.3575 0 0 0
46 1 12.2175 9.5025 4.0725 0 0 0
47 1 14.9325 6.7875 4.0725 0 0 0
48 1 14.9325 9.5025 1.3575 0 0 0
49 1 0 10.86 0 0 0 0
50 1 0 13.575 2.715 0 0 0
51 1 2.715 10.86 2.715 0 0 0
52 1 2.715 13.575 0 0 0 0
53 1 1.3575 12.2175 1.3575 0 0 0
54 1 1.3575 14.9325 4.0725 0 0 0
55 1 4.0725 12.2175 4.0725 0 0 0
56 1 4.0725 14.9325 1.3575 0 0 0
57 1 5.43 10.86 0 0 0 0
58 1 5.43 13.575 2.715 0 0 0
59 1 8.145 10.86 2.715 0 0 0
60 1 8.145 13.575 0 0 0 0
61 1 6.7875 12.2175 1.3575 0 0 0
62 1 6.7875 14.9325 4.0725 0 0 0
63 1 9.5025 12.2175 4.0725 0 0 0
64 1 9.5025 14.9325 1.3575 0 0 0
65 1 10.86 10.86 0 0 0 0
66 1 10.86 13.575 2.715 0 0 0
67 1 13.575 10.86 2.715 0 0 0
68 1 13.575 13.575 0 0 0 0
69 1 12.2175 12.2175 1.3575 0 0 0
70 1 12.2175 14.9325 4.0725 0 0 0
71 1 14.9325 12.2175 4.0725 0 0 0
72 1 14.9325 14.9325 1.3575 0 0 0
73 1 0 0 5.43 0 0 0
74 1 0 2.715 8.145 0 0 0
75 1 2.715 0 8.145 0 0 0
76 1 2.715 2.715 5.43 0 0 0
77 1 1.3575 1.3575 6.7875 0 0 0
78 1 1.3575 4.0725 9.5025 0 0 0
79 1 4.0725 1.3575 9.5025 0 0 0
80 1 4.0725 4.0725 6.7875 0 0 0
81 1 5.43 0 5.43 0 0 0
82 1 5.43 2.715 8.145 0 0 0
83 1 8.145 0 8.145 0 0 0
84 1 8.145 2.715 5.43 0 0 0
85 1 6.7875 1.3575 6.7875 0 0 0
86 1 6.7875 4.0725 9.5025 0 0 0
87 1 9.5025 1.3575 9.5025 0 0 0
88 1 9.5025 4.0725 6.7875 0 0 0
89 1 10.86 0 5.43 0 0 0
90 1 10.86 2.715 8.145 0 0 0
91 1 13.575 0 8.145 0 0 0
92 1 13.575 2.715 5.43 0 0 0
93 1 12.2175 1.3575 6.7875 0 0 0
94 1 12.2175 4.0725 9.5025 0 0 0
95 1 14.9325 1.3575 9.5025 0 0 0
96 1 14.9325 4.0725 6.7875 0 0 0
97 1 0 5.43 5.43 0 0 0
98 1 0 8.145 8.145 0 0 0
99 1 2.715 5.43 8.145 0 0 0
100 1 2.715 8.145 5.43 0 0 0
101 1 1.3575 6.7875 6.7875 0 0 0
102 1 1.3575 9.5025 9.5025 0 0 0
103 1 4.0725 6.7875 9.5025 0 0 0
104 1 4.0725 9.5025 6.7875 0 0 0
105 1 5.43 5.43 5.43 0 0 0
106 1 5.43 8.145 8.145 0 0 0
107 1 8.145 5.43 8.145 0 0 0
108 1 8.145 8.145 5.43 0 0 0
109 1 6.7875 6.7875 6.7875 0 0 0
110 1 6.7875 9.5025 9.5025 0 0 0
111 1 9.5025 6.7875 9.5025 0 0 0
112 1 9.5025 9.5025 6.7875 0 0 0
113 1 10.86 5.43 5.43 0 0 0
114 1 10.86 8.145 8.145 0 0 0
115 1 13.575 5.43 8.145 0 0 0
